adc ax,ax|6611c0
xbts ecx,[esi]|670fa60e
xbts ecx,[edi]|670fa60f
xbts ecx,[ebp]|670fa64d00
xbts ecx,[esp]|670fa60c24
xbts ecx,[rbx]|0fa60b
xbts ecx,[rsi]|0fa60e
xbts ecx,[rdi]|0fa60f
xbts ecx,[rbp]|0fa64d00
xbts ecx,[rsp]|0fa60c24
xbts esi,[0x0]|0fa6342500000000
xbts esi,eax|0fa6f0
xbts esi,ebx|0fa6f3
xbts esi,ecx|0fa6f1
xbts esi,esi|0fa6f6
xbts esi,edi|0fa6f7
xbts esi,ebp|0fa6f5
xbts esi,esp|0fa6f4
xbts esi,[ebx]|670fa633
xbts esi,[esi]|670fa636
xbts esi,[edi]|670fa637
xbts esi,[ebp]|670fa67500
xbts esi,[esp]|670fa63424
xbts esi,[rbx]|0fa633
xbts esi,[rsi]|0fa636
xbts esi,[rdi]|0fa637
xbts esi,[rbp]|0fa67500
xbts esi,[rsp]|0fa63424
xbts edi,[0x0]|0fa63c2500000000
xbts edi,eax|0fa6f8
xbts edi,ebx|0fa6fb
xbts edi,ecx|0fa6f9
xbts edi,esi|0fa6fe
xbts edi,edi|0fa6ff
xbts edi,ebp|0fa6fd
xbts edi,esp|0fa6fc
xbts edi,[ebx]|670fa63b
xbts edi,[esi]|670fa63e
xbts edi,[edi]|670fa63f
xbts edi,[ebp]|670fa67d00
xbts edi,[esp]|670fa63c24
xbts edi,[rbx]|0fa63b
xbts edi,[rsi]|0fa63e
xbts edi,[rdi]|0fa63f
xbts edi,[rbp]|0fa67d00
xbts edi,[rsp]|0fa63c24
xbts ebp,[0x0]|0fa62c2500000000
xbts ebp,eax|0fa6e8
xbts ebp,ebx|0fa6eb
xbts ebp,ecx|0fa6e9
xbts ebp,esi|0fa6ee
xbts ebp,edi|0fa6ef
xbts ebp,ebp|0fa6ed
xbts ebp,esp|0fa6ec
xbts ebp,[ebx]|670fa62b
xbts ebp,[esi]|670fa62e
xbts ebp,[edi]|670fa62f
xbts ebp,[ebp]|670fa66d00
xbts ebp,[esp]|670fa62c24
xbts ebp,[rbx]|0fa62b
xbts ebp,[rsi]|0fa62e
xbts ebp,[rdi]|0fa62f
xbts ebp,[rbp]|0fa66d00
xbts ebp,[rsp]|0fa62c24
xbts esp,[0x0]|0fa6242500000000
xbts esp,eax|0fa6e0
xbts esp,ebx|0fa6e3
xbts esp,ecx|0fa6e1
xbts esp,esi|0fa6e6
xbts esp,edi|0fa6e7
xbts esp,ebp|0fa6e5
xbts esp,esp|0fa6e4
xbts esp,[ebx]|670fa623
xbts esp,[esi]|670fa626
xbts esp,[edi]|670fa627
xbts esp,[ebp]|670fa66500
xbts esp,[esp]|670fa62424
xbts esp,[rbx]|0fa623
xbts esp,[rsi]|0fa626
xbts esp,[rdi]|0fa627
xbts esp,[rbp]|0fa66500
xbts esp,[rsp]|0fa62424
xchg ax,ax|6690
xchg ax,bx|6693
xchg ax,cx|6691
xchg ax,dx|6692
xchg ax,si|6696
xchg ax,di|6697
xchg ax,sp|6694
xchg ax,bp|6695
xchg ax,[0x0]|6687042500000000
xchg ax,[ebx]|66678703
xchg ax,[esi]|66678706
xchg ax,[edi]|66678707
xchg ax,[ebp]|6667874500
xchg ax,[esp]|6667870424
xchg ax,[rbx]|668703
xchg ax,[rsi]|668706
xchg ax,[rdi]|668707
xchg ax,[rbp]|66874500
xchg ax,[rsp]|66870424
xchg bx,ax|6693
xchg bx,bx|6687db
xchg bx,cx|6687d9
xchg bx,dx|6687da
xchg bx,si|6687de
xchg bx,di|6687df
xchg bx,sp|6687dc
xchg bx,bp|6687dd
xchg bx,[0x0]|66871c2500000000
xchg bx,[ebx]|6667871b
xchg bx,[esi]|6667871e
xchg bx,[edi]|6667871f
xchg bx,[ebp]|6667875d00
xchg bx,[esp]|6667871c24
xchg bx,[rbx]|66871b
xchg bx,[rsi]|66871e
xchg bx,[rdi]|66871f
xchg bx,[rbp]|66875d00
xchg bx,[rsp]|66871c24
xchg cx,ax|6691
xchg cx,bx|6687cb
xchg cx,cx|6687c9
xchg cx,dx|6687ca
xchg cx,si|6687ce
xchg cx,di|6687cf
xchg cx,sp|6687cc
xchg cx,bp|6687cd
xchg cx,[0x0]|66870c2500000000
xchg cx,[ebx]|6667870b
xchg cx,[esi]|6667870e
xchg cx,[edi]|6667870f
xchg cx,[ebp]|6667874d00
xchg cx,[esp]|6667870c24
xchg cx,[rbx]|66870b
xchg cx,[rsi]|66870e
xchg cx,[rdi]|66870f
xchg cx,[rbp]|66874d00
xchg cx,[rsp]|66870c24
xchg dx,ax|6692
xchg dx,bx|6687d3
xchg dx,cx|6687d1
xchg dx,dx|6687d2
xchg dx,si|6687d6
xchg dx,di|6687d7
xchg dx,sp|6687d4
xchg dx,bp|6687d5
xchg dx,[0x0]|6687142500000000
xchg dx,[ebx]|66678713
xchg dx,[esi]|66678716
xchg dx,[edi]|66678717
xchg dx,[ebp]|6667875500
xchg dx,[esp]|6667871424
xchg dx,[rbx]|668713
xchg dx,[rsi]|668716
xchg dx,[rdi]|668717
xchg dx,[rbp]|66875500
xchg dx,[rsp]|66871424
xchg si,ax|6696
xchg si,bx|6687f3
xchg si,cx|6687f1
xchg si,dx|6687f2
xchg si,si|6687f6
xchg si,di|6687f7
xchg si,sp|6687f4
xchg si,bp|6687f5
xchg si,[0x0]|6687342500000000
xchg si,[ebx]|66678733
xchg si,[esi]|66678736
xchg si,[edi]|66678737
xchg si,[ebp]|6667877500
xchg si,[esp]|6667873424
xchg si,[rbx]|668733
xchg si,[rsi]|668736
xchg si,[rdi]|668737
xchg si,[rbp]|66877500
xchg si,[rsp]|66873424
xchg di,ax|6697
xchg di,bx|6687fb
xchg di,cx|6687f9
xchg di,dx|6687fa
xchg di,si|6687fe
xchg di,di|6687ff
xchg di,sp|6687fc
xchg di,bp|6687fd
xchg di,[0x0]|66873c2500000000
xchg di,[ebx]|6667873b
xchg di,[esi]|6667873e
xchg di,[edi]|6667873f
xchg di,[ebp]|6667877d00
xchg di,[esp]|6667873c24
xchg di,[rbx]|66873b
xchg di,[rsi]|66873e
xchg di,[rdi]|66873f
xchg di,[rbp]|66877d00
xchg di,[rsp]|66873c24
xchg sp,ax|6694
xchg sp,bx|6687e3
xchg sp,cx|6687e1
xchg sp,dx|6687e2
xchg sp,si|6687e6
xchg sp,di|6687e7
xchg sp,sp|6687e4
xchg sp,bp|6687e5
xchg sp,[0x0]|6687242500000000
xchg sp,[ebx]|66678723
xchg sp,[esi]|66678726
xchg sp,[edi]|66678727
xchg sp,[ebp]|6667876500
xchg sp,[esp]|6667872424
xchg sp,[rbx]|668723
xchg sp,[rsi]|668726
xchg sp,[rdi]|668727
xchg sp,[rbp]|66876500
xchg sp,[rsp]|66872424
xchg bp,ax|6695
xchg bp,bx|6687eb
xchg bp,cx|6687e9
xchg bp,dx|6687ea
xchg bp,si|6687ee
xchg bp,di|6687ef
xchg bp,sp|6687ec
xchg bp,bp|6687ed
xchg bp,[0x0]|66872c2500000000
xchg bp,[ebx]|6667872b
xchg bp,[esi]|6667872e
xchg bp,[edi]|6667872f
xchg bp,[ebp]|6667876d00
xchg bp,[esp]|6667872c24
xchg bp,[rbx]|66872b
xchg bp,[rsi]|66872e
xchg bp,[rdi]|66872f
xchg bp,[rbp]|66876d00
xchg bp,[rsp]|66872c24
xchg ah,ah|86e4
xchg ah,al|86e0
xchg ah,bh|86e7
xchg ah,bl|86e3
xchg ah,ch|86e5
xchg ah,cl|86e1
xchg ah,dh|86e6
xchg ah,dl|86e2
xchg ah,[0x0]|86242500000000
xchg ah,[ebx]|678623
xchg ah,[esi]|678626
xchg ah,[edi]|678627
xchg ah,[ebp]|67866500
xchg ah,[esp]|67862424
xchg ah,[rbx]|8623
xchg ah,[rsi]|8626
xchg ah,[rdi]|8627
xchg ah,[rbp]|866500
xchg ah,[rsp]|862424
xchg al,ah|86c4
xchg al,al|86c0
xchg al,bh|86c7
xchg al,bl|86c3
xchg al,ch|86c5
xchg al,cl|86c1
xchg al,dh|86c6
xchg al,dl|86c2
xchg al,[0x0]|86042500000000
xchg al,[ebx]|678603
xchg al,[esi]|678606
xchg al,[edi]|678607
xchg al,[ebp]|67864500
xchg al,[esp]|67860424
xchg al,[rbx]|8603
xchg al,[rsi]|8606
xchg al,[rdi]|8607
xchg al,[rbp]|864500
xchg al,[rsp]|860424
xchg bh,ah|86fc
xchg bh,al|86f8
xchg bh,bh|86ff
xchg bh,bl|86fb
xchg bh,ch|86fd
xchg bh,cl|86f9
xchg bh,dh|86fe
xchg bh,dl|86fa
xchg bh,[0x0]|863c2500000000
xchg bh,[ebx]|67863b
xchg bh,[esi]|67863e
xchg bh,[edi]|67863f
xchg bh,[ebp]|67867d00
xchg bh,[esp]|67863c24
xchg bh,[rbx]|863b
xchg bh,[rsi]|863e
xchg bh,[rdi]|863f
xchg bh,[rbp]|867d00
xchg bh,[rsp]|863c24
xchg bl,ah|86dc
xchg bl,al|86d8
xchg bl,bh|86df
xchg bl,bl|86db
xchg bl,ch|86dd
xchg bl,cl|86d9
xchg bl,dh|86de
xchg bl,dl|86da
xchg bl,[0x0]|861c2500000000
xchg bl,[ebx]|67861b
xchg bl,[esi]|67861e
xchg bl,[edi]|67861f
xchg bl,[ebp]|67865d00
xchg bl,[esp]|67861c24
xchg bl,[rbx]|861b
xchg bl,[rsi]|861e
xchg bl,[rdi]|861f
xchg bl,[rbp]|865d00
xchg bl,[rsp]|861c24
xchg ch,ah|86ec
xchg ch,al|86e8
xchg ch,bh|86ef
xchg ch,bl|86eb
xchg ch,ch|86ed
xchg ch,cl|86e9
xchg ch,dh|86ee
xchg ch,dl|86ea
xchg ch,[0x0]|862c2500000000
xchg ch,[ebx]|67862b
xchg ch,[esi]|67862e
xchg ch,[edi]|67862f
xchg ch,[ebp]|67866d00
xchg ch,[esp]|67862c24
xchg ch,[rbx]|862b
xchg ch,[rsi]|862e
xchg ch,[rdi]|862f
xchg ch,[rbp]|866d00
xchg ch,[rsp]|862c24
xchg cl,ah|86cc
xchg cl,al|86c8
xchg cl,bh|86cf
xchg cl,bl|86cb
xchg cl,ch|86cd
xchg cl,cl|86c9
xchg cl,dh|86ce
xchg cl,dl|86ca
xchg cl,[0x0]|860c2500000000
xchg cl,[ebx]|67860b
xchg cl,[esi]|67860e
xchg cl,[edi]|67860f
xchg cl,[ebp]|67864d00
xchg cl,[esp]|67860c24
xchg cl,[rbx]|860b
xchg cl,[rsi]|860e
xchg cl,[rdi]|860f
xchg cl,[rbp]|864d00
xchg cl,[rsp]|860c24
xchg dh,ah|86f4
xchg dh,al|86f0
xchg dh,bh|86f7
xchg dh,bl|86f3
xchg dh,ch|86f5
xchg dh,cl|86f1
xchg dh,dh|86f6
xchg dh,dl|86f2
xchg dh,[0x0]|86342500000000
xchg dh,[ebx]|678633
xchg dh,[esi]|678636
xchg dh,[edi]|678637
xchg dh,[ebp]|67867500
xchg dh,[esp]|67863424
xchg dh,[rbx]|8633
xchg dh,[rsi]|8636
xchg dh,[rdi]|8637
xchg dh,[rbp]|867500
xchg dh,[rsp]|863424
xchg dl,ah|86d4
xchg dl,al|86d0
xchg dl,bh|86d7
xchg dl,bl|86d3
xchg dl,ch|86d5
xchg dl,cl|86d1
xchg dl,dh|86d6
xchg dl,dl|86d2
xchg dl,[0x0]|86142500000000
xchg dl,[ebx]|678613
xchg dl,[esi]|678616
xchg dl,[edi]|678617
xchg dl,[ebp]|67865500
xchg dl,[esp]|67861424
xchg dl,[rbx]|8613
xchg dl,[rsi]|8616
xchg dl,[rdi]|8617
xchg dl,[rbp]|865500
xchg dl,[rsp]|861424
xchg [0x0],ax|6687042500000000
xchg [0x0],bx|66871c2500000000
xchg [0x0],cx|66870c2500000000
xchg [0x0],dx|6687142500000000
xchg [0x0],si|6687342500000000
xchg [0x0],di|66873c2500000000
xchg [0x0],sp|6687242500000000
xchg [0x0],bp|66872c2500000000
xchg [0x0],ah|86242500000000
xchg [0x0],al|86042500000000
xchg [0x0],bh|863c2500000000
xchg [0x0],bl|861c2500000000
xchg [0x0],ch|862c2500000000
xchg [0x0],cl|860c2500000000
xchg [0x0],dh|86342500000000
xchg [0x0],dl|86142500000000
xchg [0x0],eax|87042500000000
xchg [0x0],ebx|871c2500000000
xchg [0x0],ecx|870c2500000000
xchg [0x0],esi|87342500000000
xchg [0x0],edi|873c2500000000
xchg [0x0],ebp|872c2500000000
xchg [0x0],esp|87242500000000
xchg [0x0],rax|4887042500000000
xchg [0x0],rbx|48871c2500000000
xchg [0x0],rcx|48870c2500000000
xchg [0x0],rsi|4887342500000000
xchg [0x0],rdi|48873c2500000000
xchg [0x0],rbp|48872c2500000000
xchg [0x0],rsp|4887242500000000
xchg eax,[0x0]|87042500000000
xchg eax,eax|87c0
xchg eax,ebx|93
xchg eax,ecx|91
xchg eax,esi|96
xchg eax,edi|97
xchg eax,ebp|95
xchg eax,esp|94
xchg eax,[ebx]|678703
xchg eax,[esi]|678706
xchg eax,[edi]|678707
xchg eax,[ebp]|67874500
xchg eax,[esp]|67870424
xchg eax,[rbx]|8703
xchg eax,[rsi]|8706
xchg eax,[rdi]|8707
xchg eax,[rbp]|874500
xchg eax,[rsp]|870424
xchg ebx,[0x0]|871c2500000000
xchg ebx,eax|93
xchg ebx,ebx|87db
xchg ebx,ecx|87d9
xchg ebx,esi|87de
xchg ebx,edi|87df
xchg ebx,ebp|87dd
xchg ebx,esp|87dc
xchg ebx,[ebx]|67871b
xchg ebx,[esi]|67871e
xchg ebx,[edi]|67871f
xchg ebx,[ebp]|67875d00
xchg ebx,[esp]|67871c24
xchg ebx,[rbx]|871b
xchg ebx,[rsi]|871e
xchg ebx,[rdi]|871f
xchg ebx,[rbp]|875d00
xchg ebx,[rsp]|871c24
xchg ecx,[0x0]|870c2500000000
xchg ecx,eax|91
xchg ecx,ebx|87cb
xchg ecx,ecx|87c9
xchg ecx,esi|87ce
xchg ecx,edi|87cf
xchg ecx,ebp|87cd
xchg ecx,esp|87cc
xchg ecx,[ebx]|67870b
xchg ecx,[esi]|67870e
xchg ecx,[edi]|67870f
xchg ecx,[ebp]|67874d00
xchg ecx,[esp]|67870c24
xchg ecx,[rbx]|870b
xchg ecx,[rsi]|870e
xchg ecx,[rdi]|870f
xchg ecx,[rbp]|874d00
xchg ecx,[rsp]|870c24
xchg esi,[0x0]|87342500000000
xchg esi,eax|96
xchg esi,ebx|87f3
xchg esi,ecx|87f1
xchg esi,esi|87f6
xchg esi,edi|87f7
xchg esi,ebp|87f5
xchg esi,esp|87f4
xchg esi,[ebx]|678733
xchg esi,[esi]|678736
xchg esi,[edi]|678737
xchg esi,[ebp]|67877500
xchg esi,[esp]|67873424
xchg esi,[rbx]|8733
xchg esi,[rsi]|8736
xchg esi,[rdi]|8737
xchg esi,[rbp]|877500
xchg esi,[rsp]|873424
xchg edi,[0x0]|873c2500000000
xchg edi,eax|97
xchg edi,ebx|87fb
xchg edi,ecx|87f9
xchg edi,esi|87fe
xchg edi,edi|87ff
xchg edi,ebp|87fd
xchg edi,esp|87fc
xchg edi,[ebx]|67873b
xchg edi,[esi]|67873e
xchg edi,[edi]|67873f
xchg edi,[ebp]|67877d00
xchg edi,[esp]|67873c24
xchg edi,[rbx]|873b
xchg edi,[rsi]|873e
xchg edi,[rdi]|873f
xchg edi,[rbp]|877d00
xchg edi,[rsp]|873c24
xchg ebp,[0x0]|872c2500000000
xchg ebp,eax|95
xchg ebp,ebx|87eb
xchg ebp,ecx|87e9
xchg ebp,esi|87ee
xchg ebp,edi|87ef
xchg ebp,ebp|87ed
xchg ebp,esp|87ec
xchg ebp,[ebx]|67872b
xchg ebp,[esi]|67872e
xchg ebp,[edi]|67872f
xchg ebp,[ebp]|67876d00
xchg ebp,[esp]|67872c24
xchg ebp,[rbx]|872b
xchg ebp,[rsi]|872e
xchg ebp,[rdi]|872f
xchg ebp,[rbp]|876d00
xchg ebp,[rsp]|872c24
xchg esp,[0x0]|87242500000000
xchg esp,eax|94
xchg esp,ebx|87e3
xchg esp,ecx|87e1
xchg esp,esi|87e6
xchg esp,edi|87e7
xchg esp,ebp|87e5
xchg esp,esp|87e4
xchg esp,[ebx]|678723
xchg esp,[esi]|678726
xchg esp,[edi]|678727
xchg esp,[ebp]|67876500
xchg esp,[esp]|67872424
xchg esp,[rbx]|8723
xchg esp,[rsi]|8726
xchg esp,[rdi]|8727
xchg esp,[rbp]|876500
xchg esp,[rsp]|872424
xchg [ebx],ax|66678703
xchg [ebx],bx|6667871b
xchg [ebx],cx|6667870b
xchg [ebx],dx|66678713
xchg [ebx],si|66678733
xchg [ebx],di|6667873b
xchg [ebx],sp|66678723
xchg [ebx],bp|6667872b
xchg [ebx],ah|678623
xchg [ebx],al|678603
xchg [ebx],bh|67863b
xchg [ebx],bl|67861b
xchg [ebx],ch|67862b
xchg [ebx],cl|67860b
xchg [ebx],dh|678633
xchg [ebx],dl|678613
xchg [ebx],eax|678703
xchg [ebx],ebx|67871b
xchg [ebx],ecx|67870b
xchg [ebx],esi|678733
xchg [ebx],edi|67873b
xchg [ebx],ebp|67872b
xchg [ebx],esp|678723
xchg [ebx],rax|67488703
xchg [ebx],rbx|6748871b
xchg [ebx],rcx|6748870b
xchg [ebx],rsi|67488733
xchg [ebx],rdi|6748873b
xchg [ebx],rbp|6748872b
xchg [ebx],rsp|67488723
xchg [esi],ax|66678706
xchg [esi],bx|6667871e
xchg [esi],cx|6667870e
xchg [esi],dx|66678716
xchg [esi],si|66678736
xchg [esi],di|6667873e
xchg [esi],sp|66678726
xchg [esi],bp|6667872e
xchg [esi],ah|678626
xchg [esi],al|678606
xchg [esi],bh|67863e
xchg [esi],bl|67861e
xchg [esi],ch|67862e
xchg [esi],cl|67860e
xchg [esi],dh|678636
xchg [esi],dl|678616
xchg [esi],eax|678706
xchg [esi],ebx|67871e
xchg [esi],ecx|67870e
xchg [esi],esi|678736
xchg [esi],edi|67873e
xchg [esi],ebp|67872e
xchg [esi],esp|678726
xchg [esi],rax|67488706
xchg [esi],rbx|6748871e
xchg [esi],rcx|6748870e
xchg [esi],rsi|67488736
xchg [esi],rdi|6748873e
xchg [esi],rbp|6748872e
xchg [esi],rsp|67488726
xchg [edi],ax|66678707
xchg [edi],bx|6667871f
xchg [edi],cx|6667870f
xchg [edi],dx|66678717
xchg [edi],si|66678737
xchg [edi],di|6667873f
xchg [edi],sp|66678727
xchg [edi],bp|6667872f
xchg [edi],ah|678627
xchg [edi],al|678607
xchg [edi],bh|67863f
xchg [edi],bl|67861f
xchg [edi],ch|67862f
xchg [edi],cl|67860f
xchg [edi],dh|678637
xchg [edi],dl|678617
xchg [edi],eax|678707
xchg [edi],ebx|67871f
xchg [edi],ecx|67870f
xchg [edi],esi|678737
xchg [edi],edi|67873f
xchg [edi],ebp|67872f
xchg [edi],esp|678727
xchg [edi],rax|67488707
xchg [edi],rbx|6748871f
xchg [edi],rcx|6748870f
xchg [edi],rsi|67488737
xchg [edi],rdi|6748873f
xchg [edi],rbp|6748872f
xchg [edi],rsp|67488727
xchg [ebp],ax|6667874500
xchg [ebp],bx|6667875d00
xchg [ebp],cx|6667874d00
xchg [ebp],dx|6667875500
xchg [ebp],si|6667877500
xchg [ebp],di|6667877d00
xchg [ebp],sp|6667876500
xchg [ebp],bp|6667876d00
xchg [ebp],ah|67866500
xchg [ebp],al|67864500
xchg [ebp],bh|67867d00
xchg [ebp],bl|67865d00
xchg [ebp],ch|67866d00
xchg [ebp],cl|67864d00
xchg [ebp],dh|67867500
xchg [ebp],dl|67865500
xchg [ebp],eax|67874500
xchg [ebp],ebx|67875d00
xchg [ebp],ecx|67874d00
xchg [ebp],esi|67877500
xchg [ebp],edi|67877d00
xchg [ebp],ebp|67876d00
xchg [ebp],esp|67876500
xchg [ebp],rax|6748874500
xchg [ebp],rbx|6748875d00
xchg [ebp],rcx|6748874d00
xchg [ebp],rsi|6748877500
xchg [ebp],rdi|6748877d00
xchg [ebp],rbp|6748876d00
xchg [ebp],rsp|6748876500
xchg [esp],ax|6667870424
xchg [esp],bx|6667871c24
xchg [esp],cx|6667870c24
xchg [esp],dx|6667871424
xchg [esp],si|6667873424
xchg [esp],di|6667873c24
xchg [esp],sp|6667872424
xchg [esp],bp|6667872c24
xchg [esp],ah|67862424
xchg [esp],al|67860424
xchg [esp],bh|67863c24
xchg [esp],bl|67861c24
xchg [esp],ch|67862c24
xchg [esp],cl|67860c24
xchg [esp],dh|67863424
xchg [esp],dl|67861424
xchg [esp],eax|67870424
xchg [esp],ebx|67871c24
xchg [esp],ecx|67870c24
xchg [esp],esi|67873424
xchg [esp],edi|67873c24
xchg [esp],ebp|67872c24
xchg [esp],esp|67872424
xchg [esp],rax|6748870424
xchg [esp],rbx|6748871c24
xchg [esp],rcx|6748870c24
xchg [esp],rsi|6748873424
xchg [esp],rdi|6748873c24
xchg [esp],rbp|6748872c24
xchg [esp],rsp|6748872424
xchg rax,[0x0]|4887042500000000
xchg rax,[ebx]|67488703
xchg rax,[esi]|67488706
xchg rax,[edi]|67488707
xchg rax,[ebp]|6748874500
xchg rax,[esp]|6748870424
xchg rax,rax|4890
xchg rax,rbx|4893
xchg rax,rcx|4891
xchg rax,rsi|4896
xchg rax,rdi|4897
xchg rax,rbp|4895
xchg rax,rsp|4894
xchg rax,[rbx]|488703
xchg rax,[rsi]|488706
xchg rax,[rdi]|488707
xchg rax,[rbp]|48874500
xchg rax,[rsp]|48870424
xchg rbx,[0x0]|48871c2500000000
xchg rbx,[ebx]|6748871b
xchg rbx,[esi]|6748871e
xchg rbx,[edi]|6748871f
xchg rbx,[ebp]|6748875d00
xchg rbx,[esp]|6748871c24
xchg rbx,rax|4893
xchg rbx,rbx|4887db
xchg rbx,rcx|4887d9
xchg rbx,rsi|4887de
xchg rbx,rdi|4887df
xchg rbx,rbp|4887dd
xchg rbx,rsp|4887dc
xchg rbx,[rbx]|48871b
xchg rbx,[rsi]|48871e
xchg rbx,[rdi]|48871f
xchg rbx,[rbp]|48875d00
xchg rbx,[rsp]|48871c24
xchg rcx,[0x0]|48870c2500000000
xchg rcx,[ebx]|6748870b
xchg rcx,[esi]|6748870e
xchg rcx,[edi]|6748870f
xchg rcx,[ebp]|6748874d00
xchg rcx,[esp]|6748870c24
xchg rcx,rax|4891
xchg rcx,rbx|4887cb
xchg rcx,rcx|4887c9
xchg rcx,rsi|4887ce
xchg rcx,rdi|4887cf
xchg rcx,rbp|4887cd
xchg rcx,rsp|4887cc
xchg rcx,[rbx]|48870b
xchg rcx,[rsi]|48870e
xchg rcx,[rdi]|48870f
xchg rcx,[rbp]|48874d00
xchg rcx,[rsp]|48870c24
xchg rsi,[0x0]|4887342500000000
xchg rsi,[ebx]|67488733
xchg rsi,[esi]|67488736
xchg rsi,[edi]|67488737
xchg rsi,[ebp]|6748877500
xchg rsi,[esp]|6748873424
xchg rsi,rax|4896
xchg rsi,rbx|4887f3
xchg rsi,rcx|4887f1
xchg rsi,rsi|4887f6
xchg rsi,rdi|4887f7
xchg rsi,rbp|4887f5
xchg rsi,rsp|4887f4
xchg rsi,[rbx]|488733
xchg rsi,[rsi]|488736
xchg rsi,[rdi]|488737
xchg rsi,[rbp]|48877500
xchg rsi,[rsp]|48873424
xchg rdi,[0x0]|48873c2500000000
xchg rdi,[ebx]|6748873b
xchg rdi,[esi]|6748873e
xchg rdi,[edi]|6748873f
xchg rdi,[ebp]|6748877d00
xchg rdi,[esp]|6748873c24
xchg rdi,rax|4897
xchg rdi,rbx|4887fb
xchg rdi,rcx|4887f9
xchg rdi,rsi|4887fe
xchg rdi,rdi|4887ff
xchg rdi,rbp|4887fd
xchg rdi,rsp|4887fc
xchg rdi,[rbx]|48873b
xchg rdi,[rsi]|48873e
xchg rdi,[rdi]|48873f
xchg rdi,[rbp]|48877d00
xchg rdi,[rsp]|48873c24
xchg rbp,[0x0]|48872c2500000000
xchg rbp,[ebx]|6748872b
xchg rbp,[esi]|6748872e
xchg rbp,[edi]|6748872f
xchg rbp,[ebp]|6748876d00
xchg rbp,[esp]|6748872c24
xchg rbp,rax|4895
xchg rbp,rbx|4887eb
xchg rbp,rcx|4887e9
xchg rbp,rsi|4887ee
xchg rbp,rdi|4887ef
xchg rbp,rbp|4887ed
xchg rbp,rsp|4887ec
xchg rbp,[rbx]|48872b
xchg rbp,[rsi]|48872e
xchg rbp,[rdi]|48872f
xchg rbp,[rbp]|48876d00
xchg rbp,[rsp]|48872c24
xchg rsp,[0x0]|4887242500000000
xchg rsp,[ebx]|67488723
xchg rsp,[esi]|67488726
xchg rsp,[edi]|67488727
xchg rsp,[ebp]|6748876500
xchg rsp,[esp]|6748872424
xchg rsp,rax|4894
xchg rsp,rbx|4887e3
xchg rsp,rcx|4887e1
xchg rsp,rsi|4887e6
xchg rsp,rdi|4887e7
xchg rsp,rbp|4887e5
xchg rsp,rsp|4887e4
xchg rsp,[rbx]|488723
xchg rsp,[rsi]|488726
xchg rsp,[rdi]|488727
xchg rsp,[rbp]|48876500
xchg rsp,[rsp]|48872424
xchg [rbx],ax|668703
xchg [rbx],bx|66871b
xchg [rbx],cx|66870b
xchg [rbx],dx|668713
xchg [rbx],si|668733
xchg [rbx],di|66873b
xchg [rbx],sp|668723
xchg [rbx],bp|66872b
xchg [rbx],ah|8623
xchg [rbx],al|8603
xchg [rbx],bh|863b
xchg [rbx],bl|861b
xchg [rbx],ch|862b
xchg [rbx],cl|860b
xchg [rbx],dh|8633
xchg [rbx],dl|8613
xchg [rbx],eax|8703
xchg [rbx],ebx|871b
xchg [rbx],ecx|870b
xchg [rbx],esi|8733
xchg [rbx],edi|873b
xchg [rbx],ebp|872b
xchg [rbx],esp|8723
xchg [rbx],rax|488703
xchg [rbx],rbx|48871b
xchg [rbx],rcx|48870b
xchg [rbx],rsi|488733
xchg [rbx],rdi|48873b
xchg [rbx],rbp|48872b
xchg [rbx],rsp|488723
xchg [rsi],ax|668706
xchg [rsi],bx|66871e
xchg [rsi],cx|66870e
xchg [rsi],dx|668716
xchg [rsi],si|668736
xchg [rsi],di|66873e
xchg [rsi],sp|668726
xchg [rsi],bp|66872e
xchg [rsi],ah|8626
xchg [rsi],al|8606
xchg [rsi],bh|863e
xchg [rsi],bl|861e
xchg [rsi],ch|862e
xchg [rsi],cl|860e
xchg [rsi],dh|8636
xchg [rsi],dl|8616
xchg [rsi],eax|8706
xchg [rsi],ebx|871e
xchg [rsi],ecx|870e
xchg [rsi],esi|8736
xchg [rsi],edi|873e
xchg [rsi],ebp|872e
xchg [rsi],esp|8726
xchg [rsi],rax|488706
xchg [rsi],rbx|48871e
xchg [rsi],rcx|48870e
xchg [rsi],rsi|488736
xchg [rsi],rdi|48873e
xchg [rsi],rbp|48872e
xchg [rsi],rsp|488726
xchg [rdi],ax|668707
xchg [rdi],bx|66871f
xchg [rdi],cx|66870f
xchg [rdi],dx|668717
xchg [rdi],si|668737
xchg [rdi],di|66873f
xchg [rdi],sp|668727
xchg [rdi],bp|66872f
xchg [rdi],ah|8627
xchg [rdi],al|8607
xchg [rdi],bh|863f
xchg [rdi],bl|861f
xchg [rdi],ch|862f
xchg [rdi],cl|860f
xchg [rdi],dh|8637
xchg [rdi],dl|8617
xchg [rdi],eax|8707
xchg [rdi],ebx|871f
xchg [rdi],ecx|870f
xchg [rdi],esi|8737
xchg [rdi],edi|873f
xchg [rdi],ebp|872f
xchg [rdi],esp|8727
xchg [rdi],rax|488707
xchg [rdi],rbx|48871f
xchg [rdi],rcx|48870f
xchg [rdi],rsi|488737
xchg [rdi],rdi|48873f
xchg [rdi],rbp|48872f
xchg [rdi],rsp|488727
xchg [rbp],ax|66874500
xchg [rbp],bx|66875d00
xchg [rbp],cx|66874d00
